model,symbol,split,regime,direction,confluence,is_atz,pnl_r,is_win
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,SIDEWAYS,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,3,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BULL,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BULL,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,SIDEWAYS,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,2,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,3,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,2,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,2,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,2,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_B (Rejection Conf),TMPV,TRAIN,BEAR,SUPPLY,1,False,-1.0,False
MODEL_C (Structure Break),TMPV,TRAIN,BEAR,SUPPLY,1,False,2.0,True
MODEL_A (Blind Limit),TMPV,TRAIN,BEAR,DEMAND,3,False,-1.0,False
