model,symbol,date,split,regime,direction,confluence,is_atz,gtf_7,gtf_13,conviction,pnl_r,is_win
MODEL_D,ULTRACEMCO,2024-12-13,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2024-12-13,TRAIN,BULL,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2024-12-30,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_B,ULTRACEMCO,2024-12-30,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_D,ULTRACEMCO,2024-12-30,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_E,ULTRACEMCO,2024-12-30,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,ULTRACEMCO,2025-01-06,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2025-01-06,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,ULTRACEMCO,2025-01-06,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2025-01-13,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-01-13,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,96,2.0,True
MODEL_C,ULTRACEMCO,2025-01-13,TRAIN,BEAR,DEMAND,3,False,7.0,12.5,96,-1.0,False
MODEL_A,ULTRACEMCO,2025-01-20,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-01-20,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_C,ULTRACEMCO,2025-01-20,TRAIN,BEAR,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_A,ULTRACEMCO,2025-01-28,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2025-01-28,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,2.0,True
MODEL_C,ULTRACEMCO,2025-01-28,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_D,ULTRACEMCO,2025-01-28,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2025-01-28,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2025-02-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2025-02-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2025-02-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2025-02-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_E,ULTRACEMCO,2025-02-04,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2025-02-11,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-02-11,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-02-11,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2025-02-11,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2025-02-11,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-02-18,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_B,ULTRACEMCO,2025-02-18,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_C,ULTRACEMCO,2025-02-18,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-02-25,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-02-25,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,2.0,True
MODEL_C,ULTRACEMCO,2025-02-25,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,ULTRACEMCO,2025-03-05,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_B,ULTRACEMCO,2025-03-05,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_C,ULTRACEMCO,2025-03-05,TRAIN,BEAR,SUPPLY,1,False,7.0,7.5,60,-1.0,False
MODEL_A,ULTRACEMCO,2025-03-20,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_B,ULTRACEMCO,2025-03-20,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,2.0,True
MODEL_C,ULTRACEMCO,2025-03-20,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,82,-1.0,False
MODEL_A,ULTRACEMCO,2025-03-27,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_B,ULTRACEMCO,2025-03-27,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_C,ULTRACEMCO,2025-03-27,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_D,ULTRACEMCO,2025-03-27,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_E,ULTRACEMCO,2025-03-27,TRAIN,SIDEWAYS,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_A,ULTRACEMCO,2025-04-04,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-04-04,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_A,ULTRACEMCO,2025-04-15,TRAIN,BULL,SUPPLY,2,False,7.0,11.5,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-04-15,TRAIN,BULL,SUPPLY,2,False,7.0,11.5,86,2.0,True
MODEL_A,ULTRACEMCO,2025-04-23,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_B,ULTRACEMCO,2025-04-23,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_C,ULTRACEMCO,2025-04-23,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_D,ULTRACEMCO,2025-04-23,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_E,ULTRACEMCO,2025-04-23,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_A,ULTRACEMCO,2025-04-30,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-04-30,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_C,ULTRACEMCO,2025-04-30,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_D,ULTRACEMCO,2025-04-30,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_E,ULTRACEMCO,2025-04-30,TRAIN,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_A,ULTRACEMCO,2025-05-08,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-05-08,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_C,ULTRACEMCO,2025-05-08,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,2.0,True
MODEL_D,ULTRACEMCO,2025-05-08,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_E,ULTRACEMCO,2025-05-08,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,9.5,96,-1.0,False
MODEL_A,ULTRACEMCO,2025-05-15,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_B,ULTRACEMCO,2025-05-15,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_C,ULTRACEMCO,2025-05-15,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_D,ULTRACEMCO,2025-05-15,TRAIN,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_A,ULTRACEMCO,2025-05-22,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-05-22,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-05-29,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-05-29,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,-1.0,False
MODEL_C,ULTRACEMCO,2025-05-29,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_D,ULTRACEMCO,2025-05-29,TRAIN,SIDEWAYS,DEMAND,3,False,7.0,11.0,96,2.0,True
MODEL_A,ULTRACEMCO,2025-06-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-06-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_C,ULTRACEMCO,2025-06-05,TRAIN,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,ULTRACEMCO,2025-06-12,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-06-12,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_C,ULTRACEMCO,2025-06-12,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_A,ULTRACEMCO,2025-06-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2025-06-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_C,ULTRACEMCO,2025-06-19,TRAIN,SIDEWAYS,SUPPLY,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2025-06-26,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_B,ULTRACEMCO,2025-06-26,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_C,ULTRACEMCO,2025-06-26,TRAIN,BULL,SUPPLY,3,False,7.0,12.5,100,-1.0,False
MODEL_A,ULTRACEMCO,2025-07-03,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2025-07-03,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2025-07-03,TRAIN,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_A,ULTRACEMCO,2025-07-10,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-07-10,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-07-10,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-07-10,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2025-07-10,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-07-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-07-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-07-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-07-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2025-07-17,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-07-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-07-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-07-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2025-07-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_E,ULTRACEMCO,2025-07-24,TRAIN,BULL,DEMAND,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-07-31,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-07-31,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-07-31,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-07-31,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_E,ULTRACEMCO,2025-07-31,TRAIN,BULL,SUPPLY,2,False,7.0,8.5,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-08-07,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,ULTRACEMCO,2025-08-07,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_C,ULTRACEMCO,2025-08-07,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_D,ULTRACEMCO,2025-08-07,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_E,ULTRACEMCO,2025-08-07,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2025-08-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_B,ULTRACEMCO,2025-08-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2025-08-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2025-08-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2025-08-14,TRAIN,BULL,DEMAND,1,False,7.0,9.0,68,2.0,True
MODEL_A,ULTRACEMCO,2025-09-01,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2025-09-01,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-09-01,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2025-09-01,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-09-08,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2025-09-08,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_C,ULTRACEMCO,2025-09-08,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-09-08,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2025-09-08,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-09-15,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-09-15,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2025-09-15,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-09-22,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_B,ULTRACEMCO,2025-09-22,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_D,ULTRACEMCO,2025-09-22,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-09-29,VALIDATION,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_B,ULTRACEMCO,2025-09-29,VALIDATION,BULL,SUPPLY,2,False,7.0,8.5,90,2.0,True
MODEL_A,ULTRACEMCO,2025-10-07,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-10-07,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-10-07,VALIDATION,BULL,SUPPLY,2,False,7.0,10.0,90,2.0,True
MODEL_A,ULTRACEMCO,2025-10-14,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2025-10-14,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_C,ULTRACEMCO,2025-10-14,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2025-10-21,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_B,ULTRACEMCO,2025-10-21,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_D,ULTRACEMCO,2025-10-21,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_E,ULTRACEMCO,2025-10-21,VALIDATION,BULL,DEMAND,3,False,7.0,11.0,100,-1.0,False
MODEL_A,ULTRACEMCO,2025-10-29,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_B,ULTRACEMCO,2025-10-29,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_D,ULTRACEMCO,2025-10-29,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_E,ULTRACEMCO,2025-10-29,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,90,-1.0,False
MODEL_A,ULTRACEMCO,2025-11-13,VALIDATION,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2025-11-13,VALIDATION,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2025-11-13,VALIDATION,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2025-11-13,VALIDATION,SIDEWAYS,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2025-11-20,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_B,ULTRACEMCO,2025-11-20,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_C,ULTRACEMCO,2025-11-20,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_D,ULTRACEMCO,2025-11-20,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_E,ULTRACEMCO,2025-11-20,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,ULTRACEMCO,2025-11-27,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_B,ULTRACEMCO,2025-11-27,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,2.0,True
MODEL_C,ULTRACEMCO,2025-11-27,VALIDATION,SIDEWAYS,SUPPLY,1,False,7.0,9.0,64,-1.0,False
MODEL_A,ULTRACEMCO,2025-12-05,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_B,ULTRACEMCO,2025-12-05,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_C,ULTRACEMCO,2025-12-05,VALIDATION,SIDEWAYS,SUPPLY,3,False,7.0,11.0,96,-1.0,False
MODEL_A,ULTRACEMCO,2025-12-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-12-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_C,ULTRACEMCO,2025-12-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_A,ULTRACEMCO,2025-12-19,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_B,ULTRACEMCO,2025-12-19,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_C,ULTRACEMCO,2025-12-19,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,8.5,86,-1.0,False
MODEL_A,ULTRACEMCO,2026-01-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_B,ULTRACEMCO,2026-01-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_C,ULTRACEMCO,2026-01-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,-1.0,False
MODEL_D,ULTRACEMCO,2026-01-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_E,ULTRACEMCO,2026-01-12,VALIDATION,SIDEWAYS,SUPPLY,2,False,7.0,10.0,86,2.0,True
MODEL_A,ULTRACEMCO,2026-01-20,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,2.0,True
MODEL_B,ULTRACEMCO,2026-01-20,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,2.0,True
MODEL_C,ULTRACEMCO,2026-01-20,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_D,ULTRACEMCO,2026-01-20,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_E,ULTRACEMCO,2026-01-20,VALIDATION,SIDEWAYS,DEMAND,2,False,7.0,10.0,86,-1.0,False
MODEL_A,ULTRACEMCO,2026-01-28,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,2.0,True
MODEL_B,ULTRACEMCO,2026-01-28,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_C,ULTRACEMCO,2026-01-28,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_D,ULTRACEMCO,2026-01-28,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_E,ULTRACEMCO,2026-01-28,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_A,ULTRACEMCO,2026-02-04,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_B,ULTRACEMCO,2026-02-04,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_C,ULTRACEMCO,2026-02-04,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_D,ULTRACEMCO,2026-02-04,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_E,ULTRACEMCO,2026-02-04,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,64,-1.0,False
MODEL_A,ULTRACEMCO,2026-02-11,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,2.0,True
MODEL_B,ULTRACEMCO,2026-02-11,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2026-02-11,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2026-02-11,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2026-02-11,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2026-02-18,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_B,ULTRACEMCO,2026-02-18,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_C,ULTRACEMCO,2026-02-18,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_D,ULTRACEMCO,2026-02-18,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_E,ULTRACEMCO,2026-02-18,VALIDATION,BULL,DEMAND,1,False,7.0,9.0,68,-1.0,False
MODEL_A,ULTRACEMCO,2026-02-25,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_B,ULTRACEMCO,2026-02-25,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_C,ULTRACEMCO,2026-02-25,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_D,ULTRACEMCO,2026-02-25,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_E,ULTRACEMCO,2026-02-25,VALIDATION,BULL,DEMAND,1,False,7.0,7.5,68,-1.0,False
MODEL_A,ULTRACEMCO,2026-03-06,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_B,ULTRACEMCO,2026-03-06,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_C,ULTRACEMCO,2026-03-06,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_D,ULTRACEMCO,2026-03-06,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_E,ULTRACEMCO,2026-03-06,TEST_OOS,SIDEWAYS,DEMAND,2,False,7.0,11.5,86,-1.0,False
MODEL_A,ULTRACEMCO,2026-03-13,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_B,ULTRACEMCO,2026-03-13,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,64,-1.0,False
MODEL_E,ULTRACEMCO,2026-03-13,TEST_OOS,BEAR,SUPPLY,1,False,7.0,7.5,64,2.0,True
MODEL_A,ULTRACEMCO,2026-03-20,TEST_OOS,BEAR,DEMAND,4,True,7.0,11.0,96,-1.0,False
MODEL_B,ULTRACEMCO,2026-03-20,TEST_OOS,BEAR,DEMAND,4,True,7.0,11.0,96,-1.0,False
